job_id,company,role,location,work_mode,employment_type,experience_years,skills,salary_lpa,date_posted,skills_cleaned
595,Swiggy,Senior Data Analyst,Remote,Hybrid,Full-time,4,Airflow|Excel|NumPy|Docker|Tableau|AWS|Data Warehousing,14.53,2024-03-04,"['numpy', 'aws', 'excel', 'airflow', 'data warehousing', 'tableau', 'docker']"
596,Flipkart,BI Analyst,Pune,Onsite,Contract,2,AWS|Machine Learning|Tableau|Data Warehousing,12.25,2024-10-24,"['data warehousing', 'machine learning', 'tableau', 'aws']"
597,Swiggy,Data Analyst,Delhi,Hybrid,Full-time,0,Excel|Azure|Spark|NumPy|ETL|Tableau|Docker,4.29,2023-03-16,"['numpy', 'excel', 'docker', 'spark', 'etl', 'tableau', 'azure']"
598,Razorpay,Analytics Engineer,Mumbai,Remote,Full-time,0,Azure|Statistics|ETL|Pandas,5.79,2023-02-16,"['statistics', 'etl', 'azure', 'pandas']"
599,Microsoft,Senior Data Analyst,Mumbai,Onsite,Contract,8,Airflow|AWS|NumPy|Azure|Pandas|Power BI|Machine Learning|Python,26.01,2024-05-19,"['machine learning', 'numpy', 'aws', 'airflow', 'power bi', 'pandas', 'python', 'azure']"
600,Infosys,BI Analyst,Bengaluru,Hybrid,Contract,2,Azure|Docker|Power BI|Excel,12.44,2024-05-26,"['docker', 'excel', 'azure', 'power bi']"
601,Accenture,Data Scientist,Chennai,Hybrid,Full-time,5,AWS|Machine Learning|Data Warehousing|Docker|Airflow|Excel|ETL,22.95,2024-05-18,"['machine learning', 'aws', 'excel', 'airflow', 'etl', 'data warehousing', 'docker']"
602,Freshworks,Analytics Engineer,Hyderabad,Onsite,Contract,7,NumPy|Excel|Python|Tableau,20.78,2024-04-23,"['tableau', 'numpy', 'python', 'excel']"
603,Freshworks,Data Analyst,Pune,Hybrid,Full-time,7,Git|Spark|ETL|Machine Learning,23.34,2023-06-01,"['spark', 'git', 'etl', 'machine learning']"
604,Cognizant,Senior Data Analyst,Mumbai,Hybrid,Full-time,1,AWS|Pandas|Docker|Power BI|Spark,7.67,2024-08-22,"['aws', 'power bi', 'spark', 'pandas', 'docker']"
605,Microsoft,Analytics Engineer,Chennai,Onsite,Full-time,0,Pandas|Docker|Git|SQL|Tableau|Statistics|Azure|ETL,4.54,2024-11-27,"['statistics', 'git', 'sql', 'pandas', 'azure', 'etl', 'tableau', 'docker']"
606,Microsoft,BI Analyst,Pune,Remote,Contract,5,Tableau|Azure|Power BI|Python|SQL|Statistics|ETL|Spark,18.28,2023-01-06,"['statistics', 'sql', 'power bi', 'spark', 'etl', 'tableau', 'python', 'azure']"
607,Razorpay,Data Analyst,Chennai,Hybrid,Internship,7,Excel|NumPy|Docker|Python|Airflow|Azure,20.17,2023-03-14,"['numpy', 'excel', 'airflow', 'azure', 'python', 'docker']"
608,TCS,Analytics Engineer,Remote,Hybrid,Full-time,6,Airflow|Machine Learning|Power BI|Tableau,20.56,2023-08-02,"['machine learning', 'tableau', 'airflow', 'power bi']"
609,Paytm,BI Analyst,Delhi,Hybrid,Internship,6,Excel|Tableau|Data Warehousing|Statistics|Airflow|NumPy,19.31,2024-01-03,"['statistics', 'numpy', 'excel', 'airflow', 'data warehousing', 'tableau']"
610,Razorpay,Data Analyst,Pune,Onsite,Internship,5,NumPy|ETL|Statistics|Data Warehousing|Git|Excel|AWS|Azure,16.27,2024-01-13,"['numpy', 'statistics', 'aws', 'excel', 'git', 'etl', 'data warehousing', 'azure']"
611,Swiggy,Business Analyst,Delhi,Remote,Internship,6,Power BI|SQL|Machine Learning|Pandas|Statistics|Azure|Tableau,22.47,2024-05-22,"['machine learning', 'statistics', 'sql', 'power bi', 'tableau', 'pandas', 'azure']"
612,Microsoft,Data Scientist,Remote,Hybrid,Internship,8,AWS|Git|NumPy|SQL,26.95,2023-05-11,"['git', 'numpy', 'sql', 'aws']"
613,Zoho,Senior Data Analyst,Bengaluru,Remote,Internship,3,Docker|AWS|ETL|Python|Machine Learning|SQL|Data Warehousing|Airflow,17.74,2024-04-20,"['machine learning', 'aws', 'sql', 'airflow', 'etl', 'data warehousing', 'python', 'docker']"
614,Freshworks,Data Scientist,Delhi,Remote,Contract,4,Machine Learning|Power BI|Airflow|Data Warehousing|Python|SQL,21.54,2023-07-06,"['machine learning', 'sql', 'airflow', 'power bi', 'data warehousing', 'python']"
615,Flipkart,Data Analyst,Mumbai,Hybrid,Full-time,1,AWS|Azure|Data Warehousing|Spark|Statistics|ETL|Airflow,7.9,2023-07-11,"['statistics', 'aws', 'airflow', 'spark', 'etl', 'data warehousing', 'azure']"
616,Paytm,Business Analyst,Bengaluru,Onsite,Internship,1,Machine Learning|Tableau|NumPy|Data Warehousing|Python|Airflow|Git|SQL,11.43,2024-02-19,"['machine learning', 'numpy', 'git', 'sql', 'airflow', 'data warehousing', 'tableau', 'python']"
617,Amazon,Data Scientist,Hyderabad,Onsite,Internship,7,Spark|Airflow|ETL|Excel|SQL|Power BI,24.34,2023-01-17,"['excel', 'sql', 'airflow', 'power bi', 'spark', 'etl']"
618,Walmart,Business Analyst,Remote,Remote,Full-time,0,ETL|Excel|Azure|Tableau|NumPy,6.37,2023-07-15,"['numpy', 'excel', 'etl', 'tableau', 'azure']"
619,Swiggy,Senior Data Analyst,Hyderabad,Remote,Contract,7,ETL|Docker|Python|SQL|Power BI,22.84,2024-05-11,"['sql', 'power bi', 'etl', 'python', 'docker']"
620,Walmart,Data Analyst,Bengaluru,Remote,Contract,7,Statistics|NumPy|Excel|AWS|ETL|Python|Pandas|Spark,25.64,2024-03-01,"['numpy', 'statistics', 'aws', 'excel', 'spark', 'etl', 'pandas', 'python']"
621,Paytm,Data Scientist,Delhi,Remote,Full-time,8,SQL|ETL|NumPy|Statistics|Machine Learning|AWS,33.72,2024-05-14,"['machine learning', 'numpy', 'statistics', 'aws', 'sql', 'etl']"
622,Freshworks,Data Scientist,Pune,Onsite,Contract,0,Python|Docker|AWS|Pandas|Machine Learning|SQL|Excel|NumPy,11.37,2024-10-23,"['machine learning', 'numpy', 'aws', 'excel', 'sql', 'pandas', 'python', 'docker']"
623,Freshworks,BI Analyst,Pune,Hybrid,Internship,6,Pandas|AWS|Spark|Tableau,18.2,2023-08-13,"['spark', 'pandas', 'tableau', 'aws']"
624,Paytm,Data Scientist,Remote,Remote,Full-time,5,Git|Excel|Data Warehousing|ETL|Spark|Airflow|NumPy|Azure,22.7,2024-04-28,"['numpy', 'excel', 'git', 'airflow', 'spark', 'etl', 'data warehousing', 'azure']"
625,TCS,Analytics Engineer,Mumbai,Hybrid,Contract,3,Power BI|ETL|Data Warehousing|Git|Tableau|Docker,12.38,2024-05-20,"['git', 'power bi', 'etl', 'data warehousing', 'tableau', 'docker']"
626,Infosys,Business Analyst,Remote,Remote,Contract,3,SQL|Python|Pandas|Excel|Git|Azure|Power BI|Spark,13.92,2023-12-12,"['excel', 'git', 'sql', 'power bi', 'spark', 'pandas', 'python', 'azure']"
627,Razorpay,Data Analyst,Remote,Hybrid,Contract,3,Statistics|ETL|Excel|Pandas,10.14,2024-07-24,"['pandas', 'statistics', 'etl', 'excel']"
628,Cognizant,Business Analyst,Remote,Remote,Internship,8,Tableau|SQL|Git|Statistics|Airflow|Docker|ETL|Azure,26.35,2023-04-15,"['statistics', 'git', 'sql', 'airflow', 'azure', 'etl', 'tableau', 'docker']"
629,Swiggy,Data Analyst,Chennai,Onsite,Internship,8,Pandas|Tableau|Docker|ETL,23.38,2024-03-28,"['tableau', 'pandas', 'etl', 'docker']"
630,Freshworks,BI Analyst,Remote,Onsite,Full-time,1,Spark|Azure|Docker|Power BI|SQL,7.91,2023-01-07,"['sql', 'power bi', 'spark', 'azure', 'docker']"
631,Flipkart,BI Analyst,Remote,Hybrid,Full-time,5,Data Warehousing|Pandas|SQL|Excel|ETL|Spark,16.89,2023-09-09,"['excel', 'sql', 'spark', 'etl', 'data warehousing', 'pandas']"
632,Razorpay,Analytics Engineer,Remote,Remote,Contract,6,Excel|Docker|NumPy|Git|Statistics,21.05,2023-01-31,"['numpy', 'statistics', 'excel', 'git', 'docker']"
633,Paytm,Business Analyst,Pune,Onsite,Internship,0,Power BI|Data Warehousing|Pandas|Git|NumPy|ETL|Airflow|Python,5.27,2023-06-04,"['numpy', 'git', 'airflow', 'power bi', 'etl', 'data warehousing', 'pandas', 'python']"
634,Swiggy,Data Analyst,Remote,Hybrid,Full-time,8,Docker|Airflow|Git|Azure|Spark|Machine Learning,27.73,2023-12-19,"['machine learning', 'git', 'docker', 'airflow', 'spark', 'azure']"
635,Swiggy,Senior Data Analyst,Delhi,Hybrid,Contract,8,Excel|Airflow|Statistics|Azure|Tableau|Machine Learning|AWS|Docker,26.54,2024-10-26,"['machine learning', 'statistics', 'aws', 'excel', 'docker', 'airflow', 'tableau', 'azure']"
636,Accenture,Business Analyst,Delhi,Remote,Contract,4,SQL|Azure|NumPy|Spark,15.56,2024-07-07,"['spark', 'numpy', 'sql', 'azure']"
637,Amazon,Business Analyst,Mumbai,Hybrid,Internship,1,AWS|Azure|Airflow|ETL|Power BI|Python|Spark|Machine Learning,10.5,2023-11-08,"['machine learning', 'aws', 'airflow', 'power bi', 'spark', 'etl', 'python', 'azure']"
638,TCS,BI Analyst,Mumbai,Hybrid,Full-time,8,SQL|Spark|Excel|Azure,22.64,2024-10-28,"['spark', 'sql', 'azure', 'excel']"
639,Paytm,BI Analyst,Delhi,Remote,Full-time,4,Python|Git|Pandas|Tableau|Airflow|Spark|AWS|Azure,15.6,2024-09-01,"['aws', 'git', 'airflow', 'pandas', 'spark', 'tableau', 'python', 'azure']"
640,Cognizant,Senior Data Analyst,Chennai,Remote,Contract,4,Excel|Airflow|Machine Learning|Spark|Tableau|SQL,17.58,2024-01-05,"['machine learning', 'excel', 'sql', 'airflow', 'spark', 'tableau']"
641,TCS,Data Analyst,Hyderabad,Hybrid,Contract,2,Docker|Power BI|SQL|Python|NumPy|ETL|Statistics,8.61,2024-06-22,"['numpy', 'statistics', 'sql', 'power bi', 'etl', 'python', 'docker']"
642,Walmart,Analytics Engineer,Delhi,Hybrid,Full-time,8,Airflow|Machine Learning|AWS|Statistics|Azure|NumPy|Docker|Data Warehousing,25.99,2024-06-01,"['machine learning', 'statistics', 'numpy', 'aws', 'docker', 'airflow', 'data warehousing', 'azure']"
643,Swiggy,BI Analyst,Pune,Onsite,Contract,7,Data Warehousing|Tableau|Spark|ETL|Statistics,20.47,2024-07-26,"['statistics', 'spark', 'etl', 'data warehousing', 'tableau']"
644,Accenture,Data Analyst,Bengaluru,Remote,Contract,6,Tableau|Spark|AWS|Excel,21.35,2023-11-09,"['spark', 'tableau', 'aws', 'excel']"
645,Amazon,Senior Data Analyst,Chennai,Hybrid,Full-time,4,Python|Excel|Power BI|Airflow|AWS|NumPy|Data Warehousing,13.05,2024-05-15,"['numpy', 'aws', 'excel', 'airflow', 'power bi', 'data warehousing', 'python']"
646,Flipkart,Data Analyst,Mumbai,Hybrid,Internship,8,Power BI|SQL|NumPy|Statistics|AWS|Excel,24.84,2024-05-01,"['numpy', 'statistics', 'aws', 'excel', 'sql', 'power bi']"
647,Walmart,Analytics Engineer,Pune,Onsite,Internship,2,Data Warehousing|Git|Airflow|Statistics|Azure,9.68,2023-04-02,"['statistics', 'git', 'airflow', 'data warehousing', 'azure']"
648,Paytm,Data Scientist,Delhi,Hybrid,Internship,6,Statistics|Airflow|Pandas|Machine Learning|Python|Azure|Data Warehousing,24.77,2023-06-19,"['machine learning', 'statistics', 'airflow', 'data warehousing', 'pandas', 'python', 'azure']"
649,Razorpay,Data Analyst,Mumbai,Onsite,Full-time,4,Tableau|Power BI|Data Warehousing|AWS|Machine Learning|Docker|Python|Spark,16.93,2023-01-20,"['machine learning', 'aws', 'power bi', 'spark', 'data warehousing', 'tableau', 'python', 'docker']"
650,Walmart,Data Scientist,Remote,Remote,Full-time,8,Python|Machine Learning|Airflow|Tableau|Docker,33.66,2024-03-30,"['machine learning', 'airflow', 'tableau', 'python', 'docker']"
651,Walmart,Analytics Engineer,Pune,Onsite,Contract,5,SQL|ETL|Docker|Python|Pandas|NumPy|Power BI,16.58,2024-01-27,"['numpy', 'sql', 'power bi', 'etl', 'pandas', 'python', 'docker']"
652,Accenture,Data Analyst,Chennai,Onsite,Internship,1,Pandas|AWS|Power BI|Git,5.92,2024-02-22,"['git', 'pandas', 'aws', 'power bi']"
653,Zoho,Business Analyst,Chennai,Onsite,Contract,0,Azure|Pandas|Python|Spark|Git|Excel|NumPy|SQL,5.18,2023-09-22,"['numpy', 'excel', 'git', 'sql', 'spark', 'pandas', 'python', 'azure']"
654,TCS,Data Analyst,Mumbai,Hybrid,Contract,0,Statistics|Data Warehousing|ETL|Machine Learning|Airflow,6.31,2023-11-22,"['machine learning', 'statistics', 'airflow', 'etl', 'data warehousing']"
655,Microsoft,Analytics Engineer,Hyderabad,Onsite,Internship,6,ETL|Python|NumPy|Azure,19.16,2024-08-23,"['numpy', 'python', 'etl', 'azure']"
656,Flipkart,Data Analyst,Hyderabad,Onsite,Full-time,3,Excel|AWS|ETL|NumPy|Statistics|SQL|Azure|Machine Learning,14.62,2023-06-22,"['machine learning', 'numpy', 'statistics', 'aws', 'excel', 'sql', 'etl', 'azure']"
657,Freshworks,Analytics Engineer,Bengaluru,Onsite,Internship,6,Git|SQL|Python|Docker|Statistics|AWS|Excel|Power BI,20.32,2023-09-14,"['statistics', 'aws', 'excel', 'git', 'sql', 'power bi', 'python', 'docker']"
658,TCS,BI Analyst,Mumbai,Remote,Internship,5,Data Warehousing|AWS|Python|Power BI|Spark,17.4,2024-02-09,"['aws', 'power bi', 'spark', 'data warehousing', 'python']"
659,Razorpay,Data Analyst,Delhi,Hybrid,Full-time,2,Machine Learning|Docker|Tableau|AWS|Data Warehousing|Pandas|Azure|Spark,12.62,2023-10-07,"['machine learning', 'aws', 'pandas', 'spark', 'azure', 'data warehousing', 'tableau', 'docker']"
660,Infosys,Data Scientist,Hyderabad,Remote,Full-time,5,NumPy|Git|AWS|Pandas|Python|Spark,22.33,2023-01-05,"['numpy', 'aws', 'git', 'spark', 'pandas', 'python']"
661,Infosys,Data Scientist,Bengaluru,Remote,Contract,2,ETL|Airflow|Machine Learning|SQL|Data Warehousing|Azure|Spark,20.68,2024-11-18,"['machine learning', 'sql', 'airflow', 'spark', 'etl', 'data warehousing', 'azure']"
662,Freshworks,Data Scientist,Bengaluru,Onsite,Contract,1,Airflow|Spark|NumPy|Power BI|Data Warehousing|ETL,12.11,2023-07-17,"['numpy', 'airflow', 'power bi', 'spark', 'etl', 'data warehousing']"
663,Paytm,Data Analyst,Remote,Remote,Full-time,3,Machine Learning|Spark|Tableau|SQL,15.41,2023-08-15,"['spark', 'machine learning', 'tableau', 'sql']"
664,Amazon,BI Analyst,Delhi,Remote,Contract,5,Machine Learning|ETL|Git|Spark,19.52,2024-10-15,"['git', 'machine learning', 'etl', 'spark']"
665,TCS,Data Analyst,Mumbai,Onsite,Full-time,4,Data Warehousing|ETL|Power BI|Machine Learning|Tableau|Azure|AWS|Spark,17.26,2023-03-08,"['machine learning', 'aws', 'power bi', 'spark', 'etl', 'data warehousing', 'tableau', 'azure']"
666,Paytm,Senior Data Analyst,Mumbai,Hybrid,Full-time,3,Machine Learning|NumPy|Docker|Azure|Python|Spark|Git|Data Warehousing,14.68,2024-04-09,"['machine learning', 'numpy', 'git', 'docker', 'spark', 'data warehousing', 'python', 'azure']"
667,Flipkart,BI Analyst,Pune,Hybrid,Internship,0,Docker|Data Warehousing|Excel|SQL|Azure|Machine Learning,7.05,2023-02-14,"['machine learning', 'excel', 'sql', 'docker', 'data warehousing', 'azure']"
668,Cognizant,Business Analyst,Chennai,Onsite,Internship,0,Docker|Git|Pandas|Python|NumPy|Tableau,4.92,2023-08-20,"['numpy', 'git', 'tableau', 'pandas', 'python', 'docker']"
669,TCS,BI Analyst,Delhi,Remote,Full-time,1,NumPy|Pandas|ETL|Excel|SQL,6.58,2024-03-18,"['numpy', 'excel', 'sql', 'etl', 'pandas']"
670,Deloitte,Analytics Engineer,Remote,Hybrid,Internship,5,Statistics|Tableau|Data Warehousing|ETL|Pandas|Python,17.38,2023-03-16,"['statistics', 'pandas', 'etl', 'data warehousing', 'tableau', 'python']"
671,Flipkart,Analytics Engineer,Bengaluru,Hybrid,Full-time,7,Git|Tableau|SQL|Python,24.67,2023-03-08,"['git', 'tableau', 'sql', 'python']"
672,Deloitte,Data Analyst,Delhi,Onsite,Contract,7,AWS|Docker|SQL|Git,20.16,2024-01-26,"['sql', 'git', 'docker', 'aws']"
673,Cognizant,Data Analyst,Pune,Remote,Internship,6,Python|Git|NumPy|Statistics|Airflow,19.3,2024-10-28,"['numpy', 'statistics', 'git', 'airflow', 'python']"
674,Cognizant,Data Analyst,Remote,Onsite,Contract,7,Azure|NumPy|SQL|Git|Python|AWS|Docker|Spark,20.38,2024-06-05,"['numpy', 'aws', 'git', 'sql', 'docker', 'spark', 'python', 'azure']"
675,Cognizant,Senior Data Analyst,Hyderabad,Hybrid,Contract,6,Git|Pandas|Tableau|Power BI|Airflow|Python|Spark,18.81,2024-10-29,"['git', 'airflow', 'pandas', 'power bi', 'spark', 'tableau', 'python']"
676,Infosys,Senior Data Analyst,Chennai,Hybrid,Internship,8,Excel|ETL|Data Warehousing|AWS|Pandas,24.05,2024-11-04,"['aws', 'excel', 'etl', 'data warehousing', 'pandas']"
677,Amazon,Business Analyst,Hyderabad,Remote,Full-time,0,Data Warehousing|SQL|NumPy|Pandas|Tableau,6.36,2023-12-16,"['numpy', 'sql', 'pandas', 'data warehousing', 'tableau']"
678,Razorpay,Data Scientist,Bengaluru,Hybrid,Full-time,7,Azure|Data Warehousing|AWS|Excel|NumPy|Pandas|Power BI,28.73,2024-05-22,"['numpy', 'aws', 'excel', 'power bi', 'data warehousing', 'pandas', 'azure']"
679,Razorpay,Data Analyst,Remote,Hybrid,Contract,3,Git|NumPy|Tableau|Statistics|Spark,12.22,2023-07-30,"['numpy', 'statistics', 'git', 'spark', 'tableau']"
680,Freshworks,Business Analyst,Hyderabad,Hybrid,Contract,0,Python|Power BI|Pandas|Data Warehousing|Machine Learning|SQL,6.08,2024-08-22,"['machine learning', 'sql', 'power bi', 'data warehousing', 'pandas', 'python']"
681,Flipkart,Data Analyst,Delhi,Onsite,Full-time,0,NumPy|AWS|Power BI|Tableau|Excel,5.04,2023-09-09,"['numpy', 'aws', 'excel', 'power bi', 'tableau']"
682,Paytm,Business Analyst,Hyderabad,Hybrid,Contract,0,Machine Learning|Tableau|Python|Docker|Azure,7.86,2023-04-24,"['machine learning', 'docker', 'tableau', 'python', 'azure']"
683,Zoho,Business Analyst,Remote,Remote,Full-time,4,Statistics|Spark|Airflow|Pandas|Azure|Power BI|Machine Learning,19.64,2023-03-08,"['machine learning', 'statistics', 'airflow', 'power bi', 'spark', 'pandas', 'azure']"
684,Paytm,Business Analyst,Mumbai,Hybrid,Internship,2,NumPy|Airflow|Spark|Pandas|Docker,8.23,2023-02-17,"['numpy', 'airflow', 'spark', 'pandas', 'docker']"
685,Cognizant,Analytics Engineer,Remote,Remote,Internship,3,AWS|Excel|Pandas|Tableau|Python|Azure|ETL|Power BI,14.16,2023-08-03,"['aws', 'excel', 'pandas', 'power bi', 'etl', 'tableau', 'python', 'azure']"
686,Freshworks,Data Analyst,Pune,Remote,Internship,7,Power BI|Pandas|Machine Learning|NumPy|Airflow|Azure|Git|ETL,25.04,2024-01-18,"['machine learning', 'numpy', 'git', 'airflow', 'power bi', 'etl', 'pandas', 'azure']"
687,Amazon,Data Scientist,Bengaluru,Onsite,Full-time,7,ETL|Machine Learning|AWS|NumPy|Azure|Git|Airflow,31.68,2024-04-07,"['machine learning', 'numpy', 'aws', 'git', 'airflow', 'etl', 'azure']"
688,Accenture,BI Analyst,Mumbai,Onsite,Contract,3,Docker|Airflow|AWS|Power BI|Pandas|Excel,12.25,2023-10-30,"['aws', 'excel', 'airflow', 'power bi', 'pandas', 'docker']"
689,Freshworks,Analytics Engineer,Pune,Hybrid,Contract,5,SQL|Git|Machine Learning|AWS|Pandas,19.3,2024-01-12,"['machine learning', 'aws', 'git', 'sql', 'pandas']"
690,Microsoft,Senior Data Analyst,Chennai,Onsite,Internship,4,Python|Pandas|Statistics|Tableau|Excel|Azure|SQL,15.03,2024-06-09,"['statistics', 'excel', 'sql', 'pandas', 'tableau', 'python', 'azure']"
691,Flipkart,Data Scientist,Mumbai,Onsite,Contract,1,Statistics|Tableau|SQL|Git|Pandas|Python,9.59,2023-12-04,"['statistics', 'git', 'sql', 'pandas', 'tableau', 'python']"
692,Razorpay,Senior Data Analyst,Chennai,Hybrid,Internship,4,Excel|Machine Learning|Python|Airflow|Data Warehousing,18.49,2024-02-20,"['machine learning', 'excel', 'airflow', 'data warehousing', 'python']"
693,Deloitte,Data Scientist,Pune,Onsite,Contract,0,Data Warehousing|Excel|Docker|NumPy|Tableau|Airflow|Spark,8.26,2024-07-19,"['numpy', 'excel', 'airflow', 'spark', 'data warehousing', 'tableau', 'docker']"
694,Freshworks,Data Scientist,Pune,Onsite,Full-time,7,Power BI|Azure|Docker|Tableau|NumPy|Spark,25.35,2024-07-25,"['numpy', 'power bi', 'spark', 'azure', 'tableau', 'docker']"
695,Zoho,Senior Data Analyst,Hyderabad,Hybrid,Internship,2,Excel|AWS|Spark|Python|Statistics|Azure|Pandas|Git,9.56,2024-02-18,"['statistics', 'aws', 'excel', 'git', 'spark', 'pandas', 'python', 'azure']"
696,Razorpay,Analytics Engineer,Mumbai,Remote,Internship,4,Python|SQL|Git|Power BI|Docker|Pandas,15.81,2024-09-14,"['git', 'sql', 'power bi', 'pandas', 'python', 'docker']"
697,Flipkart,BI Analyst,Pune,Onsite,Internship,6,Airflow|Power BI|Machine Learning|NumPy|Tableau,22.21,2024-04-07,"['machine learning', 'numpy', 'airflow', 'power bi', 'tableau']"
698,Infosys,Senior Data Analyst,Mumbai,Hybrid,Contract,1,Tableau|Pandas|Python|Docker|Spark,5.56,2023-03-13,"['pandas', 'spark', 'tableau', 'python', 'docker']"
699,Accenture,Senior Data Analyst,Mumbai,Onsite,Contract,3,AWS|Power BI|Statistics|Python|Pandas,10.98,2024-02-25,"['statistics', 'aws', 'power bi', 'pandas', 'python']"
700,Accenture,Business Analyst,Remote,Onsite,Contract,1,Docker|ETL|Spark|SQL|NumPy,7.61,2023-11-14,"['numpy', 'sql', 'spark', 'etl', 'docker']"
701,Amazon,Data Scientist,Pune,Hybrid,Contract,7,AWS|NumPy|Machine Learning|Spark|Azure,27.02,2023-05-27,"['machine learning', 'numpy', 'aws', 'spark', 'azure']"
702,TCS,Data Analyst,Bengaluru,Remote,Contract,6,Statistics|Azure|Git|AWS|Data Warehousing|Airflow|Spark|Docker,21.86,2024-04-12,"['statistics', 'aws', 'git', 'docker', 'airflow', 'spark', 'data warehousing', 'azure']"
703,Paytm,Data Scientist,Pune,Hybrid,Full-time,4,Pandas|Docker|Tableau|Power BI|AWS|Spark|NumPy,17.05,2024-08-05,"['numpy', 'aws', 'pandas', 'power bi', 'spark', 'tableau', 'docker']"
704,TCS,BI Analyst,Chennai,Remote,Contract,0,Pandas|Machine Learning|Git|Azure|ETL,9.09,2023-08-11,"['machine learning', 'git', 'etl', 'pandas', 'azure']"
705,Zoho,BI Analyst,Mumbai,Hybrid,Full-time,8,Spark|Power BI|Airflow|SQL,23.85,2023-09-16,"['spark', 'sql', 'airflow', 'power bi']"
706,Swiggy,Analytics Engineer,Pune,Hybrid,Contract,0,Python|Power BI|Azure|Spark|Git|Docker|Statistics,3.7,2023-07-19,"['statistics', 'git', 'docker', 'power bi', 'spark', 'python', 'azure']"
707,TCS,Data Analyst,Pune,Hybrid,Full-time,0,Tableau|Excel|Pandas|Azure|Spark|Statistics,2.75,2024-11-03,"['statistics', 'excel', 'spark', 'tableau', 'pandas', 'azure']"
708,Cognizant,Data Scientist,Remote,Onsite,Full-time,7,ETL|Machine Learning|Docker|Power BI|Git,27.3,2023-10-29,"['machine learning', 'git', 'power bi', 'etl', 'docker']"
709,Accenture,Analytics Engineer,Pune,Hybrid,Internship,6,Power BI|Python|Azure|Excel|Data Warehousing,18.15,2023-02-05,"['excel', 'power bi', 'data warehousing', 'python', 'azure']"
710,Infosys,Analytics Engineer,Mumbai,Onsite,Full-time,3,SQL|Tableau|NumPy|Spark|Excel|Statistics|Python,12.32,2023-07-26,"['numpy', 'statistics', 'excel', 'sql', 'spark', 'tableau', 'python']"
711,Paytm,Senior Data Analyst,Chennai,Onsite,Full-time,3,Power BI|Python|NumPy|ETL|Docker,12.01,2023-08-14,"['numpy', 'power bi', 'etl', 'python', 'docker']"
712,Paytm,Data Scientist,Chennai,Remote,Internship,2,SQL|Docker|Machine Learning|Data Warehousing|Pandas,16.57,2023-08-01,"['machine learning', 'sql', 'data warehousing', 'pandas', 'docker']"
713,Infosys,BI Analyst,Chennai,Onsite,Full-time,6,Statistics|NumPy|SQL|Pandas,18.71,2023-11-20,"['numpy', 'statistics', 'sql', 'pandas']"
714,TCS,BI Analyst,Chennai,Onsite,Contract,3,Statistics|Power BI|Azure|Docker|Excel|Git|AWS,12.66,2024-02-25,"['statistics', 'aws', 'excel', 'git', 'power bi', 'azure', 'docker']"
715,Swiggy,Analytics Engineer,Chennai,Remote,Contract,7,Pandas|Machine Learning|SQL|AWS,25.67,2023-05-17,"['machine learning', 'pandas', 'sql', 'aws']"
716,Swiggy,Business Analyst,Mumbai,Remote,Internship,5,Power BI|Azure|Python|AWS|Docker|Statistics|NumPy,17.2,2024-08-24,"['statistics', 'numpy', 'aws', 'power bi', 'azure', 'python', 'docker']"
717,Cognizant,Data Analyst,Pune,Onsite,Contract,3,Tableau|AWS|Data Warehousing|Spark,10.24,2023-05-21,"['data warehousing', 'spark', 'tableau', 'aws']"
718,Cognizant,BI Analyst,Hyderabad,Remote,Internship,4,Excel|Airflow|Tableau|Azure|Python,16.97,2024-03-30,"['excel', 'airflow', 'tableau', 'python', 'azure']"
719,Razorpay,Senior Data Analyst,Remote,Hybrid,Contract,2,Azure|SQL|Machine Learning|Airflow|NumPy|Data Warehousing,10.57,2023-12-06,"['machine learning', 'numpy', 'sql', 'airflow', 'data warehousing', 'azure']"
720,Deloitte,Business Analyst,Remote,Hybrid,Internship,3,SQL|Statistics|Airflow|Azure|Spark|Git|Tableau|AWS,10.96,2024-03-28,"['statistics', 'aws', 'git', 'sql', 'airflow', 'spark', 'tableau', 'azure']"
721,Cognizant,Data Analyst,Bengaluru,Onsite,Full-time,1,Power BI|NumPy|Python|Azure|Data Warehousing|Tableau|Airflow,8.65,2023-07-29,"['numpy', 'airflow', 'power bi', 'data warehousing', 'tableau', 'python', 'azure']"
722,Amazon,Analytics Engineer,Hyderabad,Remote,Contract,1,Git|AWS|Power BI|Spark|Tableau|Airflow|NumPy,7.41,2024-08-13,"['numpy', 'aws', 'git', 'airflow', 'power bi', 'spark', 'tableau']"
723,Zoho,Data Scientist,Pune,Hybrid,Full-time,3,ETL|Power BI|Pandas|NumPy|Docker|Data Warehousing,15.52,2024-03-19,"['numpy', 'power bi', 'etl', 'data warehousing', 'pandas', 'docker']"
724,Accenture,BI Analyst,Mumbai,Remote,Contract,0,Docker|Power BI|Airflow|Excel|AWS|Machine Learning|ETL,7.77,2024-04-19,"['machine learning', 'aws', 'excel', 'airflow', 'power bi', 'etl', 'docker']"
725,Infosys,BI Analyst,Hyderabad,Onsite,Internship,4,ETL|Power BI|Pandas|Data Warehousing|Spark|Statistics|Tableau,12.54,2024-05-27,"['statistics', 'tableau', 'power bi', 'spark', 'etl', 'data warehousing', 'pandas']"
